Type,Investor,Stock,Holding_Value_in_Cr,Quantity,Dec_2023,Sep_2023,Jun_2023,Mar_2023,Dec_2022,Sep_2022,Jun_2022,Mar_2022,Dec_2021
Institutional Investors,HDFC_Group,AIA_Engineering_Ltd,1414.1,3923001,0.042,0.041,0.039,0.034,0.035,0.035,0.035,0.033,0.03
Institutional Investors,HDFC_Group,Akzo_Nobel_India_Ltd,213.7,872095,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.013,0.013
Institutional Investors,HDFC_Group,Apar_Industries_Ltd,1061.5,1747021,0.044,0.06,0.065,0.063,0.066,0.081,0.085,0.087,0.085
Institutional Investors,HDFC_Group,Alembic_Pharmaceuticals_Ltd,,0,0,0,0,0,0,0.013,0.024,0.026,0.018
Institutional Investors,HDFC_Group,Apollo_Hospitals_Enterprise_Ltd,4383.5,7225314,0.05,0.041,0.037,0.033,0.022,0,0,0,0
Institutional Investors,HDFC_Group,Apollo_Tyres_Ltd,2729.9,59906353,0.094,0.087,0.087,0.086,0.086,0.089,0.099,0.095,0.095
Institutional Investors,HDFC_Group,Arvind_Ltd,307.8,11754532,0.045,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
Institutional Investors,HDFC_Group,Ashoka_Buildcon_Ltd,401.2,25758969,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092
Institutional Investors,HDFC_Group,Ashok_Leyland_Ltd,746.5,46234253,0.016,0.016,0.015,0.016,0.015,0.014,0.015,0.014,0.014
Institutional Investors,HDFC_Group,Astra_Microwave_Products_Ltd,138.4,2509936,0.026,0.026,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Atul_Ltd,322,541760,0.018,0.023,0.023,0.023,0.023,0.023,0.023,0.028,0.031
Institutional Investors,HDFC_Group,Aurobindo_Pharma_Ltd,2552.8,25783501,0.044,0.037,0.031,0.03,0.029,0.031,0.035,0.038,0.036
Institutional Investors,HDFC_Group,Axis_Bank_Ltd,8074.4,76848212,0.026,0.024,0.022,0.022,0.02,0.019,0.019,0.018,0.018
Institutional Investors,HDFC_Group,Bajaj_Consumer_Care_Ltd,231.5,10597504,0.074,0.074,0.065,0.055,0.053,0.053,0.053,0.053,0.053
Institutional Investors,HDFC_Group,Bajaj_Electricals_Ltd,634.3,6757526,0.059,0.056,0.056,0.056,0.056,0.056,0.056,0.057,0.056
Institutional Investors,HDFC_Group,Balkrishna_Industries_Ltd,1678.4,7316486,0.038,0.039,0.04,0.04,0.041,0.041,0.041,0.046,0.046
Institutional Investors,HDFC_Group,Balrampur_Chini_Mills_Ltd,123.6,3400491,0.017,0.015,0.013,0.011,0.011,0.012,0,0,0
Institutional Investors,HDFC_Group,Bank_of_Baroda,3744.2,149054163,0.029,0.033,0.033,0.033,0.033,0.034,0.031,0.029,0.029
Institutional Investors,HDFC_Group,Bank_of_India,696.7,52420913,0.012,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Bata_India_Ltd,311.5,2276577,0.018,0.018,0.02,0.021,0.021,0.022,0.02,0.019,0.019
Institutional Investors,HDFC_Group,Bayer_Cropscience_Ltd,310.5,620047,0.014,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013
Institutional Investors,HDFC_Group,Bharat_Electronics_Ltd,2929.6,156787444,0.021,0.027,0.028,0.031,0.034,0.039,0.051,0.052,0.053
Institutional Investors,HDFC_Group,BEML_Ltd,1029.1,3679121,0.088,0.088,0.094,0.091,0.091,0.089,0.072,0.073,0.079
Institutional Investors,HDFC_Group,Bharat_Forge_Ltd,531.1,4812491,0.01,0.011,0.012,0.014,0.014,0.014,0.015,0.014,0.011
Institutional Investors,HDFC_Group,Bharti_Airtel_Ltd,9511.6,77198182,0.013,0.013,0.012,0.012,0.011,0.01,0,0,0
Institutional Investors,HDFC_Group,Birla_Corporation_Ltd,,0,0,0,0.01,0.011,0,0,0,0,0
Institutional Investors,HDFC_Group,Blue_Star_Ltd,,0,0,0,0,0,0,0,0.014,0.02,0.025
Institutional Investors,HDFC_Group,Bosch_Ltd,1048,353439,0.012,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Can_Fin_Homes_Ltd,107,1498102,0.011,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Carborundum_Universal_Ltd,431.2,3970265,0.021,0.021,0.02,0.02,0.02,0.023,0.033,0.043,0.062
Institutional Investors,HDFC_Group,Centum_Electronics_Ltd,100,599110,0.047,0.047,0.047,0.052,0.053,0.06,0.061,0.06,0.058
Institutional Investors,HDFC_Group,Cera_Sanitaryware_Ltd,102.1,154000,0.012,0.012,0.012,0.013,0.014,0.014,0.014,0.014,0.014
Institutional Investors,HDFC_Group,CESC_Ltd,442.6,38387401,0.029,0.041,0.052,0.052,0.052,0.053,0.065,0.072,0.077
Institutional Investors,HDFC_Group,Chambal_Fertilisers_and_Chemicals_Ltd,474.6,14023280,0.034,0.033,0.033,0.032,0.032,0.03,0.034,0.038,0.038
Institutional Investors,HDFC_Group,Cholamandalam_Investment_and_Finance_Company_Ltd,1157.8,11027176,0.013,0.022,0.021,0.024,0.025,0.026,0.029,0,0.045
Institutional Investors,HDFC_Group,Cipla_Ltd,5035.1,34781001,0.043,0.036,0.032,0.027,0.019,0.015,0.013,0.014,0.012
Institutional Investors,HDFC_Group,Coal_India_Ltd,5198.8,124150851,0.02,0.023,0.023,0.024,0.027,0.036,0.037,0.043,0.042
Institutional Investors,HDFC_Group,City_Union_Bank_Ltd,547.7,42802837,0.058,0.066,0.066,0.065,0.065,0.065,0.065,0.072,0.077
Institutional Investors,HDFC_Group,Cummins_India_Ltd,1786.1,6608453,0.024,0.021,0.021,0.011,0.011,0.011,0.014,0.015,0.015
Institutional Investors,HDFC_Group,DB_Corp_Ltd,124.9,4922150,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
Institutional Investors,HDFC_Group,DCB_Bank_Ltd,167.3,13948722,0.045,0.045,0.045,0.045,0.045,0.044,0.044,0.044,0.044
Institutional Investors,HDFC_Group,Delta_Corp_Ltd,281.5,22903615,0.086,0.084,0.084,0.092,0.092,0.093,0.092,0.072,0.072
Institutional Investors,HDFC_Group,Dhanuka_Agritech_Ltd,102.9,1053630,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Institutional Investors,HDFC_Group,Dr_Reddy's_Laboratories_Ltd,1872.4,3019901,0.018,0.028,0.028,0.027,0.024,0.012,0.012,0.01,0
Institutional Investors,HDFC_Group,Dynamatic_Technologies_Ltd,264.2,389173,0.057,0.057,0.058,0.061,0.065,0.068,0.068,0.069,0.069
Institutional Investors,HDFC_Group,eClerx_Services_Ltd,1010,4321409,0.088,0.087,0.082,0.078,0.073,0.07,0.069,0.066,0.065
Institutional Investors,HDFC_Group,EIH_Ltd,260.5,6478435,0.01,0.012,0.013,0.013,0.013,0.013,0.013,0.013,0.013
Institutional Investors,HDFC_Group,Elecon_Engineering_Company_Ltd,,0,0,0,0,0,0,0,0.015,0.018,0.018
Institutional Investors,HDFC_Group,Emami_Ltd,858.1,19988381,0.046,0.045,0.047,0.05,0.05,0.049,0.049,0.049,0.048
Institutional Investors,HDFC_Group,Engineers_India_Ltd,,0,0,0,0,0,0,0,0.021,0.023,0.023
Institutional Investors,HDFC_Group,Escorts_Kubota_Ltd,447.5,1638841,0.015,0.016,0.017,0.014,0.015,0.016,0.013,0,0.012
Institutional Investors,HDFC_Group,Exide_Industries_Ltd,,0,0,0,0,0,0,0,0,0.012,0.024
Institutional Investors,HDFC_Group,Schaeffler_India_Ltd,,0,0,0,0,0,0,0,0,0,0.012
Institutional Investors,HDFC_Group,Federal_Bank_Ltd,3184.9,216068885,0.09,0.074,0.074,0.074,0.073,0.073,0.074,0.074,0.069
Institutional Investors,HDFC_Group,Finolex_Cables_Ltd,466.1,5325214,0.035,0.035,0.037,0.037,0.041,0.041,0.041,0.036,0.035
Institutional Investors,HDFC_Group,Finolex_Industries_Ltd,175.1,7939865,0.013,0.023,0.023,0.022,0.023,0.022,0.029,0.029,0.03
Institutional Investors,HDFC_Group,Fortis_Healthcare_Ltd,931.4,23212202,0.031,0.018,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Firstsource_Solutions_Ltd,1039.9,56045866,0.08,0.074,0.072,0.072,0.071,0.071,0.074,0.075,0.073
Institutional Investors,HDFC_Group,Gabriel_India_Ltd,435.1,13436000,0.094,0.093,0.093,0.093,0.093,0.093,0.093,0.092,0.073
Institutional Investors,HDFC_Group,GAIL_(India)_Ltd,1459.9,83329670,0.013,0.016,0.019,0.022,0.022,0.019,0.02,0.023,0.02
Institutional Investors,HDFC_Group,Great_Eastern_Shipping_Company_Ltd,968.3,9667527,0.068,0.071,0.071,0.072,0.072,0.073,0.076,0.078,0.075
Institutional Investors,HDFC_Group,Gujarat_Industries_Power_Company_Ltd,113.3,7027000,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047
Institutional Investors,HDFC_Group,Glenmark_Pharmaceuticals_Ltd,623.3,6759068,0.024,0.022,0.022,0.023,0.024,0.024,0.022,0.022,0.022
Institutional Investors,HDFC_Group,Gujarat_Pipavav_Port_Ltd,882.8,45906058,0.095,0.095,0.091,0.082,0.074,0.074,0.074,0.074,0.074
Institutional Investors,HDFC_Group,Greenply_Industries_Ltd,211.8,9472533,0.077,0.089,0.089,0.086,0.086,0.077,0.077,0.074,0.071
Institutional Investors,HDFC_Group,Gulf_Oil_Lubricants_India_Ltd,54.9,627704,0.013,0.013,0.013,0.013,0.013,0.013,0.012,0,0
Institutional Investors,HDFC_Group,Hindustan_Construction_Company_Ltd,97.8,29785799,0.02,0.02,0.042,0.049,0.049,0.049,0.049,0.049,0.049
Institutional Investors,HDFC_Group,HCL_Technologies_Ltd,5168.5,32102557,0.012,0.011,0.01,0.01,0,0,0,0,0
Institutional Investors,HDFC_Group,HDFC_Bank_Ltd,20660,142610879,0.022,0.021,0.019,0.018,0.018,0.017,0.017,0.013,0
Institutional Investors,HDFC_Group,Hindustan_Oil_Exploration_Company_Ltd,,0,0,0.027,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Hindustan_Petroleum_Corporation_Ltd,3119.1,69413640,0.049,0.048,0.046,0.054,0.05,0.05,0.044,0.045,0.047
Institutional Investors,HDFC_Group,ICICI_Bank_Ltd,20879.9,193332712,0.034,0.032,0.03,0.03,0.028,0.026,0.026,0.026,0.026
Institutional Investors,HDFC_Group,ICRA_Ltd,65.3,120000,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Institutional Investors,HDFC_Group,IDFC_Ltd,886,81325044,0.051,0.051,0.06,0.059,0.06,0.059,0.052,0.049,0.036
Institutional Investors,HDFC_Group,Indraprastha_Gas_Ltd,460.3,11400427,0.016,0.016,0.016,0.016,0.016,0.016,0.012,0.012,0
Institutional Investors,HDFC_Group,Indian_Hotels_Company_Ltd,4138.5,75671937,0.053,0.053,0.058,0.065,0.064,0.069,0.069,0.064,0.063
Institutional Investors,HDFC_Group,Indian_Bank,2187.7,45046421,0.033,0.034,0.033,0.032,0.032,0.032,0.028,0.023,0.017
Institutional Investors,HDFC_Group,Indoco_Remedies_Ltd,50.3,1499322,0.016,0.013,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Indraprastha_Medical_Corporation_Ltd,98.5,5831897,0.064,0.067,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,IndusInd_Bank_Ltd,2509.2,17337606,0.024,0.023,0.018,0.018,0.016,0,0,0,0
Institutional Investors,HDFC_Group,Infosys_Ltd,9487.9,60387988,0.016,0.017,0.017,0.017,0.016,0.016,0.013,0.011,0.011
Institutional Investors,HDFC_Group,Insecticides_(India)_Ltd,123.5,2601000,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088
Institutional Investors,HDFC_Group,Ipca_Laboratories_Ltd,2697.6,23429038,0.092,0.091,0.085,0.075,0.073,0.072,0.07,0.063,0.056
Institutional Investors,HDFC_Group,Jagran_Prakashan_Ltd,192.6,18898744,0.087,0.089,0.089,0.095,0.096,0.096,0.096,0.096,0.096
Institutional Investors,HDFC_Group,Jindal_Steel_and_Power_Ltd,1530.9,19111143,0.019,0.018,0.019,0.018,0.018,0.018,0.015,0.016,0.015
Institutional Investors,HDFC_Group,J_Kumar_Infraprojects_Ltd,396.3,6710933,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
Institutional Investors,HDFC_Group,JK_Lakshmi_Cement_Ltd,117.8,1452781,0.012,0.013,0.013,0.013,0.014,0.016,0.016,0.016,0.019
Institutional Investors,HDFC_Group,JK_Tyre_and_Industries_Ltd,138.9,3333333,0.013,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Kalpataru_Projects_International_Ltd,1625.3,15980855,0.098,0.098,0.098,0.098,0.091,0.092,0.094,0.096,0.096
Institutional Investors,HDFC_Group,Karur_Vysya_Bank_Ltd,951.3,54970622,0.068,0.056,0.045,0.045,0.045,0.045,0.045,0.045,0.044
Institutional Investors,HDFC_Group,KEC_International_Ltd,1426.3,21359587,0.083,0.09,0.092,0.089,0.088,0.088,0.088,0.088,0.088
Institutional Investors,HDFC_Group,KEI_Industries_Ltd,484.2,1508420,0.017,0.022,0.024,0.025,0.025,0.027,0.027,0.03,0.03
Institutional Investors,HDFC_Group,Kesoram_Industries_Ltd,65.3,4081400,0.013,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,KNR_Constructions_Ltd,575.6,23928140,0.085,0.084,0.066,0.066,0.065,0.065,0.065,0.064,0.064
Institutional Investors,HDFC_Group,Kotak_Mahindra_Bank_Ltd,3919.1,22388705,0.011,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Karnataka_Bank_Ltd,306,13568804,0.039,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,La_Opala_RG_Ltd,228.2,7623793,0.069,0.068,0.063,0.058,0.058,0.058,0.058,0.058,0.058
Institutional Investors,HDFC_Group,Lakshmi_Machine_Works_Ltd,214,153264,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.015
Institutional Investors,HDFC_Group,LG_Balakrishnan_and_Bros_Ltd,319.7,2801161,0.089,0.089,0.085,0.082,0.082,0.082,0.082,0.082,0.082
Institutional Investors,HDFC_Group,LIC_Housing_Finance_Ltd,717.2,12556473,0.023,0.023,0.015,0.016,0.015,0.015,0.015,0.017,0.018
Institutional Investors,HDFC_Group,Larsen_and_Toubro_Ltd,8350.1,23857073,0.018,0.017,0.018,0.019,0.021,0.022,0.023,0.025,0.025
Institutional Investors,HDFC_Group,Lupin_Ltd,3843.2,24201698,0.053,0.064,0.056,0.057,0.051,0.044,0.044,0.044,0.042
Institutional Investors,HDFC_Group,Mahindra_and_Mahindra_Ltd,3468.5,18799403,0.016,0.02,0.021,0.021,0.019,0.016,0.013,0,0
Institutional Investors,HDFC_Group,Mahindra_and_Mahindra_Financial_Services_Ltd,1701.1,65426444,0.053,0.048,0.048,0.048,0.047,0.047,0.042,0.04,0.039
Institutional Investors,HDFC_Group,CIE_Automotive_India_Ltd,183.9,4197882,0.011,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Mahindra_Lifespace_Developers_Ltd,91,1668560,0.011,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Max_Financial_Services_Ltd,2715.8,28170299,0.082,0.064,0.061,0.06,0.058,0.057,0.05,0.047,0.045
Institutional Investors,HDFC_Group,United_Spirits_Ltd,993.9,9107144,0.013,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Multi_Commodity_Exchange_of_India_Ltd,211.6,659756,0.013,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Institutional Investors,HDFC_Group,Procter_and_Gamble_Health_Ltd,165.2,340175,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.025
Institutional Investors,HDFC_Group,Mahindra_Holidays_and_Resorts_India_Ltd,586.3,15519154,0.077,0.077,0.079,0.079,0.079,0.079,0.091,0.091,0.092
Institutional Investors,HDFC_Group,Mirza_International_Ltd,,0,0,0,0,0.041,0.044,0.037,0.031,0,0
Institutional Investors,HDFC_Group,M_M_Forgings_Ltd,82.7,932699,0.039,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037
Institutional Investors,HDFC_Group,MphasiS_Ltd,1090.2,4502187,0.024,0,0,0,0,0.013,0.015,0.014,0.014
Institutional Investors,HDFC_Group,Navneet_Education_Ltd,228.3,16047670,0.071,0.071,0.071,0.072,0.083,0.089,0.089,0.089,0.089
Institutional Investors,HDFC_Group,NCC_Ltd,,0,0,0,0,0,0.016,0.016,0.016,0.017,0.018
Institutional Investors,HDFC_Group,NLC_India_Ltd,,0,0,0,0,0,0,0,0,0,0.013
Institutional Investors,HDFC_Group,NHPC_Ltd,939.4,114555523,0.011,0.012,0.012,0.012,0.012,0.012,0.012,0.017,0.024
Institutional Investors,HDFC_Group,Coforge_Ltd,2965.4,5282626,0.086,0.075,0.046,0.043,0.038,0.035,0.011,0.011,0
Institutional Investors,HDFC_Group,Nilkamal_Ltd,171.8,942300,0.063,0.065,0.065,0.066,0.066,0.066,0.066,0.066,0.066
Institutional Investors,HDFC_Group,NRB_Bearings_Ltd,236.3,8876882,0.092,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
Institutional Investors,HDFC_Group,NTPC_Ltd,9729.9,311405532,0.032,0.034,0.034,0.033,0.033,0.033,0.034,0.043,0.044
Institutional Investors,HDFC_Group,Oracle_Financial_Services_Software_Ltd,1136.1,1341347,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015
Institutional Investors,HDFC_Group,Oil_And_Natural_Gas_Corporation_Ltd,,0,0,0.01,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Orient_Cement_Ltd,,0,0,0,0,0,0,0,0.012,0.012,0.012
Institutional Investors,HDFC_Group,RHI_Magnesita_India_Ltd,163.8,3011771,0.015,0.015,0.015,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Page_Industries_Ltd,646.3,189323,0.017,0.017,0.017,0.018,0.019,0.018,0.018,0.018,0.018
Institutional Investors,HDFC_Group,Persistent_Systems_Ltd,1642.5,2052614,0.027,0.031,0.032,0.032,0.032,0.032,0.039,0.045,0.05
Institutional Investors,HDFC_Group,Power_Finance_Corporation_Ltd,4152.6,114395586,0.035,0.041,0.054,0.055,0.057,0.075,0.08,0.087,0.088
Institutional Investors,HDFC_Group,PCBL_Ltd,156.3,6307464,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.011,0.011
Institutional Investors,HDFC_Group,Phoenix_Mills_Ltd,,0,0,0,0,0,0,0,0,0.01,0.011
Institutional Investors,HDFC_Group,PI_Industries_Ltd,,0,0,0,0,0,0,0,0,0.01,0
Institutional Investors,HDFC_Group,Power_Grid_Corporation_of_India_Ltd,2561,98422980,0.011,0,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Praj_Industries_Ltd,,0,0,0,0,0,0,0,0,0.011,0.02
Institutional Investors,HDFC_Group,Prestige_Estates_Projects_Ltd,1807.2,18330672,0.046,0.048,0.04,0.038,0.022,0.02,0.018,0.015,0
Institutional Investors,HDFC_Group,PVR_INOX_Ltd,678.4,5266880,0.054,0.051,0.023,0.018,0.015,0.015,0.016,0.012,0
Institutional Investors,HDFC_Group,Radico_Khaitan_Ltd,283,1752309,0.013,0.013,0.022,0.022,0.022,0.022,0.028,0.034,0.033
Institutional Investors,HDFC_Group,Rallis_India_Ltd,,0,0,0,0,0,0,0.014,0.015,0.015,0.016
Institutional Investors,HDFC_Group,The_Ramco_Cements_Ltd,347.8,4383931,0.019,0.02,0.02,0.02,0.021,0.02,0.021,0.021,0.021
Institutional Investors,HDFC_Group,Ramco_Systems_Ltd,58,2069833,0.059,0.059,0.059,0.061,0.07,0.07,0.07,0.07,0.07
Institutional Investors,HDFC_Group,REC_Ltd,3142.7,73875307,0.028,0.039,0.045,0.049,0.053,0.069,0.076,0.081,0.082
Institutional Investors,HDFC_Group,Redington_Ltd,1445.3,71514539,0.092,0.091,0.091,0.091,0.091,0.091,0.093,0.092,0.092
Institutional Investors,HDFC_Group,Repco_Home_Finance_Ltd,215.1,5457680,0.087,0.087,0.087,0.087,0.067,0.067,0.067,0.067,0.067
Institutional Investors,HDFC_Group,Sadbhav_Engineering_Ltd,38.8,14684526,0.086,0.086,0.086,0.086,0.086,0.086,0.088,0.088,0.089
Institutional Investors,HDFC_Group,Sanofi_India_Ltd,222.3,289101,0.013,0.019,0.019,0.019,0.019,0.012,0.012,0.012,0.012
Institutional Investors,HDFC_Group,State_Bank_of_India,11339.8,155884758,0.018,0.018,0.018,0.018,0.018,0.019,0.022,0.024,0.025
Institutional Investors,HDFC_Group,Sharda_Cropchem_Ltd,243.4,7388221,0.082,0.088,0.09,0.089,0.089,0.09,0.09,0.09,0.092
Institutional Investors,HDFC_Group,Shoppers_Stop_Ltd,355.1,4576175,0.042,0.033,0.025,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Simplex_Infrastructures_Ltd,,0,0,0,0.088,0.088,0.088,0,0.088,0.088,0.088
Institutional Investors,HDFC_Group,SITI_Networks_Ltd,1.4,21152317,0.024,0.024,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,SKF_India_Ltd,2006.2,4678251,0.095,0.094,0.083,0.08,0.079,0.079,0.075,0.082,0.087
Institutional Investors,HDFC_Group,Solar_Industries_India_Ltd,1479.3,1721696,0.019,0.02,0.017,0.017,0.017,0.017,0.017,0.017,0.02
Institutional Investors,HDFC_Group,Sonata_Software_Ltd,1689.8,22850462,0.082,0.083,0.08,0.082,0.092,0.092,0.092,0.084,0.08
Institutional Investors,HDFC_Group,Savita_Oil_Technologies_Ltd,204.9,5110935,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.075
Institutional Investors,HDFC_Group,South_Indian_Bank_Ltd,,0,0,0,0.017,0.017,0.02,0.042,0.042,0.042,0.042
Institutional Investors,HDFC_Group,SRF_Ltd,,0,0,0,0,0,0,0,0,0,0.011
Institutional Investors,HDFC_Group,Shriram_Finance_Ltd,,0,0,0.02,0.02,0.02,0.02,0.026,0.021,0.029,0.029
Institutional Investors,HDFC_Group,Sundaram_Finance_Ltd,670.5,1749747,0.016,0.018,0.019,0.02,0.02,0.02,0.021,0.02,0.019
Institutional Investors,HDFC_Group,Sundram_Fasteners_Ltd,1051.3,10167675,0.048,0.049,0.054,0.056,0.075,0.074,0.063,0.063,0.063
Institutional Investors,HDFC_Group,Sun_Pharmaceutical_Industries_Ltd,,0,0,0,0,0,0,0,0.01,0.011,0.011
Institutional Investors,HDFC_Group,Suprajit_Engineering_Ltd,386.5,9735243,0.07,0.064,0.061,0.054,0.053,0.053,0.053,0.054,0.054
Institutional Investors,HDFC_Group,Supreme_Industries_Ltd,731.8,1916236,0.015,0.015,0.019,0.019,0.019,0.019,0.019,0.019,0.019
Institutional Investors,HDFC_Group,Symphony_Ltd,383.9,4619579,0.067,0.058,0.047,0.04,0.039,0.039,0.037,0.03,0.028
Institutional Investors,HDFC_Group,Tata_Chemicals_Ltd,533.4,4774067,0.019,0.019,0.019,0.02,0.021,0.02,0.019,0.019,0.021
Institutional Investors,HDFC_Group,Tata_Communications_Ltd,2168.5,11241829,0.039,0.045,0.044,0.043,0.043,0.043,0.033,0.028,0.019
Institutional Investors,HDFC_Group,Tata_Motors_Ltd,,0,0,0,0,0.012,0,0,0,0.011,0.013
Institutional Investors,HDFC_Group,Tata_Power_Company_Ltd,,0,0,0,0,0,0,0,0.012,0.012,0.013
Institutional Investors,HDFC_Group,Transport_Corporation_of_India_Ltd,495.3,6307227,0.081,0.081,0.081,0.077,0.075,0.074,0.076,0.076,0.076
Institutional Investors,HDFC_Group,TD_Power_Systems_Ltd,154.1,5786446,0.037,0.037,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Tech_Mahindra_Ltd,1581.7,12559829,0.013,0.011,0.013,0.012,0.011,0.011,0,0,0
Institutional Investors,HDFC_Group,Texmaco_Rail_and_Engineering_Ltd,173.3,10709025,0.028,0.033,0.037,0.043,0.043,0.05,0.05,0.054,0.056
Institutional Investors,HDFC_Group,Time_Technoplast_Ltd,208,10688305,0.047,0.047,0.047,0.081,0.088,0.09,0.09,0.09,0.09
Institutional Investors,HDFC_Group,Timken_India_Ltd,474.6,1722541,0.023,0,0,0,0,0.012,0.015,0.027,0.032
Institutional Investors,HDFC_Group,Tamil_Nadu_Newsprint_And_Papers_Ltd,59.3,2377036,0.034,0.034,0.043,0.06,0.076,0.082,0.082,0.082,0.082
Institutional Investors,HDFC_Group,Torrent_Power_Ltd,756.7,6290860,0.013,0.013,0.011,0.011,0.012,0.011,0.011,0.011,0.01
Institutional Investors,HDFC_Group,Trent_Ltd,,0,0,0.012,0.015,0.015,0.015,0.015,0.015,0.014,0.015
Institutional Investors,HDFC_Group,Cholamandalam_Financial_Holdings_Ltd,416.9,4094258,0.022,0.022,0.022,0.022,0.022,0.026,0.041,0.041,0.041
Institutional Investors,HDFC_Group,TVS_Motor_Company_Ltd,,0,0,0,0.011,0.011,0.011,0,0,0,0
Institutional Investors,HDFC_Group,TV_Today_Network_Ltd,112.1,5236466,0.088,0.088,0.087,0.087,0.093,0.093,0.093,0.093,0.093
Institutional Investors,HDFC_Group,Titagarh_Rail_Systems_Ltd,588.6,6951556,0.052,0.056,0.06,0.061,0.066,0.068,0.071,0.074,0.082
Institutional Investors,HDFC_Group,Unichem_Laboratories_Ltd,287.2,5600014,0.08,0.077,0.061,0.067,0.068,0.069,0.071,0.073,0.073
Institutional Investors,HDFC_Group,Union_Bank_of_India,1483.6,99239148,0.013,0.013,0,0.01,0.01,0,0,0,0
Institutional Investors,HDFC_Group,UPL_Ltd,,0,0,0.011,0,0,0,0,0,0,0
Institutional Investors,HDFC_Group,Vesuvius_India_Ltd,507,1552359,0.077,0.077,0.079,0.079,0.079,0.085,0.089,0.089,0.089
Institutional Investors,HDFC_Group,V_Guard_Industries_Ltd,,0,0,0,0,0,0,0,0,0.013,0.014
Institutional Investors,HDFC_Group,Voltamp_Transformers_Ltd,802.8,958920,0.095,0.095,0.087,0.087,0.088,0.086,0.085,0.045,0.042
Institutional Investors,HDFC_Group,Voltas_Ltd,814,7830842,0.024,0.025,0.025,0.025,0.024,0.024,0.024,0.022,0.022
Institutional Investors,HDFC_Group,VST_Industries_Ltd,325.4,901504,0.058,0.068,0.068,0.068,0.068,0.068,0.072,0.072,0.072
Institutional Investors,HDFC_Group,Vardhman_Textiles_Ltd,905.9,21651934,0.075,0.075,0.075,0.075,0.075,0.074,0.081,0.081,0.084
Institutional Investors,HDFC_Group,ZF_Commercial_Vehicle_Control_Systems_India_Ltd,,0,0,0,0,0,0,0,0.018,0.023,0.024
Institutional Investors,HDFC_Group,Wheels_India_Ltd,56.7,986388,0.04,0.04,0.041,0.041,0.041,0.041,0.041,0.041,0.041
Institutional Investors,HDFC_Group,Whirlpool_of_India_Ltd,196.3,1551943,0.012,0.014,0.015,0.015,0.015,0.015,0.015,0.014,0.014
Institutional Investors,HDFC_Group,YES_Bank_Ltd,1978.2,861972784,0.03,0.03,0,0,0,0,0,0,0.013
Institutional Investors,HDFC_Group,Zee_Entertainment_Enterprises_Ltd,969.7,68358651,0.071,0.069,0.067,0.067,0.064,0.069,0.064,0.05,0.036
Institutional Investors,HDFC_Group,Zensar_Technologies_Ltd,445.2,7693617,0.034,0.034,0.034,0.03,0.024,0.025,0.025,0.022,0.022
Institutional Investors,HDFC_Group,Greenlam_Industries_Ltd,486.5,10535025,0.083,0.083,0.083,0.085,0.085,0.085,0.089,0.09,0.09
