Index,Segment,Investor,stock,Holding_value,Quantity,Dec-23,Sep-23,Jun-23,Mar-23,Dec-22,Sep-22,Jun-22,Mar-22,Dec-21,Sep-21
1197,Institutional Investors,ICICI_Group,Great_Eastern_Shipping_Company_Ltd,469.1000061,4667747,0.033,0.037,0.045000002,0.052999999,0.033,0.059999999,0.072999999,0.090999998,0.077,0.077
1198,Institutional Investors,ICICI_Group,Gillette_India_Ltd,273.2999878,412390,0.013,0.013,0.017000001,0.014,0.013,0,0,0,0,0
1199,Institutional Investors,ICICI_Group,GlaxoSmithKline_Pharmaceuticals_Ltd,426.8999939,2157098,0.013,0.024,0.022,0.015,0.013,0.014,0,0,0,0
1200,Institutional Investors,ICICI_Group,Glenmark_Pharmaceuticals_Ltd,324.7999878,3498766,0.012,0,0,0,0.012,0,0,0,0,0
1201,Institutional Investors,ICICI_Group,Gujarat_Narmada_Valley_Fertilizers_and_Chemicals_Ltd,103.8000031,1687658,0.012,0,0,0,0.012,0,0,0,0,0
1202,Institutional Investors,ICICI_Group,Godrej_Properties_Ltd,0,0,0,0,0,0,0,0,0,0.011,0,0
1203,Institutional Investors,ICICI_Group,Gujarat_Pipavav_Port_Ltd,429.3999939,22365400,0.046,0.057999998,0.068999998,0.072999999,0.046,0.079000004,0.081,0.082000002,0.082999997,0.083999999
1204,Institutional Investors,ICICI_Group,Grasim_Industries_Ltd,2114.699951,9666770,0.015,0.01,0,0,0.015,0,0,0,0,0
1205,Institutional Investors,ICICI_Group,Gujarat_State_Petronet_Ltd,223.1000061,6543214,0.012,0,0,0,0.012,0,0,0,0,0
1206,Institutional Investors,ICICI_Group,GTL_Infrastructure_Ltd,87.09999847,527832504,0.041000001,0.041000001,0.041000001,0.041999999,0.041000001,0.041999999,0.041999999,0.041999999,0.041999999,0.041999999
1207,Institutional Investors,ICICI_Group,Gujarat_Gas_Ltd,1312.300049,25006027,0.035999998,0.018999999,0,0,0.035999998,0,0,0,0,0
1208,Institutional Investors,ICICI_Group,Hathway_Cable_and_Datacom_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.015
1209,Institutional Investors,ICICI_Group,HCL_Technologies_Ltd,5203.200195,32368460,0.012,0.013,0.013,0,0.012,0,0,0,0,0
1210,Institutional Investors,ICICI_Group,HDFC_Bank_Ltd,16150,112001138,0.017000001,0.017999999,0.014,0.017999999,0.017000001,0.018999999,0.018999999,0.030999999,0.017000001,0.014
1211,Institutional Investors,ICICI_Group,Heidelberg_Cement_India_Ltd,121.3000031,6098226,0.027000001,0.023,0.016000001,0.016000001,0.027000001,0.015,0.014,0.021,0.025,0
1212,Institutional Investors,ICICI_Group,Hero_MotoCorp_Ltd,3658.300049,8053594,0.039999999,0.050999999,0.044,0.043000001,0.039999999,0.037,0.030999999,0.011,0.012,0.011
1213,Institutional Investors,ICICI_Group,Himatsingka_Seide_Ltd,0,0,0,0.012,0.024,0.024,0,0.023,0.023,0.012,0,0
1214,Institutional Investors,ICICI_Group,Hindalco_Industries_Ltd,3973.600098,74078520,0.033,0.032000002,0.032000002,0.035,0.033,0.035999998,0.044,0.050999999,0.039999999,0.043000001
1215,Institutional Investors,ICICI_Group,Hindustan_Oil_Exploration_Company_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.017000001
1216,Institutional Investors,ICICI_Group,Hindustan_Petroleum_Corporation_Ltd,2368.300049,52792915,0.037,0.035999998,0.026000001,0.023,0.037,0.015,0,0,0,0
1217,Institutional Investors,ICICI_Group,ICICI_Bank_Ltd,27199.80078,251803808,0.045000002,0.039999999,0.037,0.035999998,0.045000002,0.033,0.035,0.037,0.035999998,0.035
1218,Institutional Investors,ICICI_Group,Indian_Hotels_Company_Ltd,842.7000122,15292069,0.011,0,0,0.01,0.011,0,0.014,0.016000001,0.029999999,0.021
1219,Institutional Investors,ICICI_Group,Indoco_Remedies_Ltd,68.30000305,2040860,0.022,0.044,0.039000001,0.035999998,0.022,0.039000001,0.043000001,0.046,0.048,0.044
1220,Institutional Investors,ICICI_Group,IndusInd_Bank_Ltd,0,0,0,0.013,0.017000001,0.032000002,0,0.021,0.022,0.028999999,0.029999999,0.017999999
1221,Institutional Investors,ICICI_Group,Infosys_Ltd,23344.30078,149216990,0.039999999,0.039999999,0.041000001,0.039000001,0.039999999,0.037,0.037999999,0.033,0.027000001,0.024
1222,Institutional Investors,ICICI_Group,Andhra_Paper_Ltd,25.79999924,518764,0.013,0,0,0,0.013,0,0,0,0,0
1223,Institutional Investors,ICICI_Group,Ipca_Laboratories_Ltd,801.5,6960604,0.027000001,0.030999999,0.037,0.025,0.027000001,0.021,0.025,0.028000001,0.028999999,0.030999999
1224,Institutional Investors,ICICI_Group,Jagran_Prakashan_Ltd,0,0,0,0,0,0,0,0,0,0,0,0.016000001
1225,Institutional Investors,ICICI_Group,Jamna_Auto_Industries_Ltd,94.59999847,7534111,0.018999999,0.021,0.039999999,0.039999999,0.018999999,0.039999999,0.035,0.039999999,0.046999998,0.041000001
1226,Institutional Investors,ICICI_Group,J_B_Chemicals_and_Pharmaceuticals_Ltd,0,0,0,0,0,0,0,0,0,0.017000001,0.016000001,0.016000001
1227,Institutional Investors,ICICI_Group,Jindal_Steel_and_Power_Ltd,903.5999756,11332558,0.011,0,0.011,0.011,0.011,0.014,0.022,0.023,0.021,0.02
1228,Institutional Investors,ICICI_Group,JK_Lakshmi_Cement_Ltd,139.1999969,1693854,0.014,0.013,0.014,0.017000001,0.014,0.02,0.025,0.017000001,0.017000001,0.017000001
1229,Institutional Investors,ICICI_Group,JM_Financial_Ltd,380.7000122,50994714,0.052999999,0.048999999,0.056000002,0.050999999,0.052999999,0.050000001,0.057999998,0.061000001,0.061999999,0.068999998
1230,Institutional Investors,ICICI_Group,Jaiprakash_Associates_Ltd,325.6000061,189316882,0.077,0,0,0,0.077,0,0,0,0,0
1231,Institutional Investors,ICICI_Group,Jaiprakash_Power_Ventures_Ltd,1045.5,683361064,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001,0.100000001
1232,Institutional Investors,ICICI_Group,Jyothy_Labs_Ltd,0,0,0,0.025,0.045000002,0.017000001,0,0.056000002,0.059,0.061000001,0.057,0.057999998
1233,Institutional Investors,ICICI_Group,Jyoti_Structures_Ltd,0,0,0,0,0,0,0,0.013,0.013,0.013,0.013,0.013
1234,Institutional Investors,ICICI_Group,Kalpataru_Projects_International_Ltd,1747.099976,17203818,0.105999999,0.098999999,0.104000002,0.079999998,0.105999999,0.101999998,0.107000001,0.107000001,0.107000001,0.114
1235,Institutional Investors,ICICI_Group,Kansai_Nerolac_Paints_Ltd,266.8999939,9926706,0.012,0.013,0.013,0.013,0.012,0.013,0.012,0.013,0.013,0.013
1236,Institutional Investors,ICICI_Group,Karur_Vysya_Bank_Ltd,0,0,0,0.013,0.02,0.029999999,0,0.034000002,0.044,0.046999998,0.037,0.046
1237,Institutional Investors,ICICI_Group,KEI_Industries_Ltd,0,0,0,0,0,0,0,0.01,0.01,0.012,0.014,0.017000001
1238,Institutional Investors,ICICI_Group,Kesoram_Industries_Ltd,193.8999939,12119956,0.039000001,0.039000001,0.039000001,0.039000001,0.039000001,0.039000001,0.039000001,0,0,0
1239,Institutional Investors,ICICI_Group,KNR_Constructions_Ltd,116.1999969,4847252,0.017000001,0.034000002,0.028999999,0.022,0.017000001,0.023,0.023,0.021,0.02,0.028999999
1240,Institutional Investors,ICICI_Group,Kotak_Mahindra_Bank_Ltd,4428.700195,25305509,0.013,0,0,0,0.013,0,0,0,0,0
1241,Institutional Investors,ICICI_Group,Birlasoft_Ltd,0,0,0,0.015,0.026000001,0.044,0,0.034000002,0.039999999,0.035999998,0.032000002,0.033
1242,Institutional Investors,ICICI_Group,LandT_Finance_Holdings_Ltd,643.0999756,43406494,0.017000001,0.02,0.02,0.02,0.017000001,0.021,0.021,0.021,0.021,0.022
1243,Institutional Investors,ICICI_Group,La_Opala_RG_Ltd,0,0,0,0,0,0,0,0,0.012,0,0,0
1244,Institutional Investors,ICICI_Group,LIC_Housing_Finance_Ltd,881.0999756,15347376,0.028000001,0.039000001,0.078000002,0.085000001,0.028000001,0.072999999,0.056000002,0.059,0.041999999,0.043000001
