1,Institutional Investors,President_of_India,Bank_of_Baroda,82952.703125,3308184689,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885,0.639999985694885
2,Institutional Investors,President_of_India,Bank_of_India,44717.3984375,3340861720,0.734000027179718,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417
3,Institutional Investors,President_of_India,Bharat_Electronics_Ltd,69618.796875,3737921934,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654,0.510999977588654
4,Institutional Investors,President_of_India,BEML_Ltd,6390.10009765625,22500000,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672,0.540000021457672
5,Institutional Investors,President_of_India,Bharat_Heavy_Electricals_Ltd,48370.30078125,2199650402,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067,0.632000029087067
6,Institutional Investors,President_of_India,Bharat_Petroleum_Corporation_Ltd,64452,1149183592,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771
7,Institutional Investors,President_of_India,Canara_Bank,62645.6015625,1141709678,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232
8,Institutional Investors,President_of_India,Central_Bank_of_India,46462.30078125,8080391687,0.930999994277954,0.930999994277954,0.930999994277954,0.930999994277954,0.930999994277954,0,0.930999994277954,0.930999994277954,0.930999994277954
9,Institutional Investors,President_of_India,Coal_India_Ltd,162029.703125,3890735938,0.630999982357025,0.630999982357025,0.630999982357025,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144
10,Institutional Investors,President_of_India,Container_Corporation_of_India_Ltd,27902.80078125,333884975,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491,0.547999978065491
11,Institutional Investors,President_of_India,Engineers_India_Ltd,5262.89990234375,288458584,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092,0.513000011444092
12,Institutional Investors,President_of_India,The_Fertilisers_and_Chemicals_Travancore_Ltd,37562.5,582364076,0.899999976158142,0.899999976158142,0.899999976158142,0,0,0,0,0,0
13,Institutional Investors,President_of_India,GAIL_(India)_Ltd,59248.80078125,3387580047,0.518999993801117,0.518999993801117,0.518999993801117,0.518999993801117,0.518999993801117,0.518999993801117,0.518999993801117,0.51800000667572,0.51800000667572
14,Institutional Investors,President_of_India,Hindustan_Copper_Ltd,16783.5,639613373,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144,0.66100001335144
15,Institutional Investors,President_of_India,Hindustan_Zinc_Ltd,36521.30078125,1247950590,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978,0.294999986886978
16,Institutional Investors,President_of_India,HMT_Ltd,5053.7001953125,1128056626,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979,0.936999976634979
17,Institutional Investors,President_of_India,Hindustan_Organic_Chemicals_Ltd,163.800003051758,39481500,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163,0.587999999523163
18,Institutional Investors,President_of_India,IDBI_Bank_Ltd,39779.1015625,4889871903,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022
19,Institutional Investors,President_of_India,IDFC_Ltd,2844,261400000,0.163000002503395,0.163000002503395,0.163000002503395,0.163000002503395,0.164000004529953,0.164000004529953,0.164000004529953,0.164000004529953,0.164000004529953
20,Institutional Investors,President_of_India,IFCI_Ltd,6634.7001953125,1750576628,0.703000009059906,0.703000009059906,0.703000009059906,0.663999974727631,0.663999974727631,0.648999989032745,0.648999989032745,0.648999989032745,0.638000011444092
21,Institutional Investors,President_of_India,Indian_Bank,48300.30078125,994549600,0.737999975681305,0.799000024795532,0.799000024795532,0.799000024795532,0.799000024795532,0.799000024795532,0.799000024795532,0.799000024795532,0.799000024795532
22,Institutional Investors,President_of_India,Indraprastha_Medical_Corporation_Ltd,400.700012207031,23834196,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257
23,Institutional Investors,President_of_India,Indian_Overseas_Bank,105575.203125,18218326570,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856,0.96399998664856
24,Institutional Investors,President_of_India,Indian_Oil_Corporation_Ltd,112500.8984375,7272199767,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885
25,Institutional Investors,President_of_India,ITI_Ltd,21650.19921875,867222152,0.902999997138977,0.902999997138977,0.902999997138977,0.901000022888184,0.901000022888184,0.901000022888184,0.901000022888184,0.899999976158142,0.901000022888184
